source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status
overture,smoothie_juice_bar,8,0.0002817496654222723,psic,rev5,,,exact,,,category,smoothie juice bar,,,10307|10308|10203|96212|08911,Preserving of other fruits and fruit juices by canning or packing || Preserving of other vegetables and vegetable juices by canning or packing || Smoking of fish and other marine products || Barber activities || Baryte mining,0.099497|0.089355|0.051389|0.047967|0.040861,0.099497,retrieval:candidates,REVIEW_CANDIDATES
overture,commercial_industrial,8,0.0002817496654222723,psic,rev5,,,exact,,,category,commercial industrial,,,64122|28195|74103|46592|46791,"Commercial banking || Manufacture of fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use || Industrial design activities || Wholesale of industrial machinery and equipment || Wholesale of industrial chemical products",0.438279|0.415324|0.397445|0.346470|0.344125,0.438279,retrieval:candidates,REVIEW_CANDIDATES
overture,land_surveying,8,0.0002817496654222723,psic,rev5,,,exact,,,category,land surveying,SUBTREE,71103,71103|494|4942|49429|492,"Geodetic surveying activities || Other land transport || Other passenger land transport || Other passenger land transport, n.e.c. || Passenger land transport by buses",0.496218|0.247046|0.197596|0.191417|0.164276,0.496218,retrieval:strong_separated_hit,REVIEW_REQUIRED
overture,ferry_boat_company,8,0.0002817496654222723,psic,rev5,,,exact,,,category,ferry boat company,,,64953|64952|64951|30111|6421,"Financing company operation || Lending company operation || Credit card company operation || Building of fishing and commercial vessels, such as ferry boats, cargo ships, tankers and tugs || Activities of holding companies",0.362974|0.358628|0.315112|0.199032|0.095303,0.362974,retrieval:candidates,REVIEW_CANDIDATES
overture,sewing_and_alterations,8,0.0002817496654222723,psic,rev5,,,exact,,,category,sewing and alterations,,,28262|28264|25996|95293|95291,"Manufacture of sewing machines || Manufacture of needles for knitting and sewing machines || Manufacture of pins, fasteners, zippers and hand sewing needles || Repair and alteration of clothing || Repair and alteration of jewelry",0.445554|0.291827|0.246904|0.213795|0.200192,0.445554,retrieval:candidates,REVIEW_CANDIDATES
overture,lake,8,0.0002817496654222723,psic,rev5,,,exact,,,category,lake,,,10402|1071|47214|10719|191,"Production of crude vegetable oil, cake and meals, other than virgin coconut oil || Manufacture of bakery products || Retail sale of bakery products || Manufacture of bakery products, n.e.c. || Manufacture of coke oven products",0.063097|0.040078|0.037183|0.035686|0.034768,0.063097,retrieval:candidates,REVIEW_CANDIDATES
overture,restaurant_equipment_and_supply,8,0.0002817496654222723,psic,rev5,,,exact,,,category,restaurant equipment and supply,,,360|36|3600|56102|465,"Water collection, treatment and supply || Water Collection, Treatment and Supply || Water collection, treatment and supply || Fast-food restaurants operations, including quick service restaurant || Wholesale of machinery, equipment and supplies",0.327668|0.327668|0.327668|0.295115|0.258904,0.327668,retrieval:candidates,REVIEW_CANDIDATES
overture,sign_making,8,0.0002817496654222723,psic,rev5,,,exact,,,category,sign making,,,02203|01260|0126|10795|24101,"Charcoal making in the forest || Growing of coconuts, including copra making || Growing of coconuts, including copra making || Egg processing, including balut and salted egg making || Operation of blast furnaces and steel making furnaces",0.325251|0.309745|0.309745|0.245981|0.245291,0.325251,retrieval:candidates,REVIEW_CANDIDATES
overture,marketing_agency,8,0.0002817496654222723,psic,rev5,,,exact,,,category,marketing agency,,,7491|74910|60310|6031|79110,Patent brokering and marketing service activities || Patent brokering and marketing service activities || News agency activities || News agency activities || Travel agency activities,0.347839|0.347839|0.332269|0.332269|0.322638,0.347839,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Transport Hub > Airport > Airport Lounge],7,0.0002465309572444883,psic,rev5,,,exact,,,category,Travel and Transportation Transport Hub Airport Airport Lounge,,,49427|51|522|50|5229,Operation of airport shuttles || Air Transport || Support activities for transportation || Water Transport || Other support activities for transportation,0.390311|0.291182|0.269527|0.251591|0.250912,0.390311,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Transport Hub > Airport > Airport Service],7,0.0002465309572444883,psic,rev5,,,exact,,,category,Travel and Transportation Transport Hub Airport Airport Service,,,49427|51|523|522|52230,Operation of airport shuttles || Air Transport || Intermediation service activities for transportation || Support activities for transportation || Service activities incidental to air transportation,0.394729|0.302277|0.292654|0.278566|0.262021,0.394729,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Smoke Shop],7,0.0002465309572444883,psic,rev5,,,exact,,,category,Retail Smoke Shop,,,4642|46429|47|4721|47761,"Wholesale of household, office and shop furniture, carpets and lighting equipment || Wholesale of household, office and shop furniture, carpets and lighting equipment, n.e.c. || Retail Trade || Retail sale of food || Retail sale of pet",0.221445|0.218789|0.212949|0.205039|0.192258,0.221445,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Financial Service],7,0.0002465309572444883,psic,rev5,,,exact,,,category,Business and Professional Services Financial Service,,,941|829|8299|82990|64,"Activities of business, employers and professional membership organizations || Business support service activities n.e.c. || Other business support service activities n.e.c. || Other business support service activities n.e.c. || Financial Service Activities, except Insurance and Pension Funding",0.374672|0.317876|0.294131|0.294131|0.291529,0.374672,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Business and Professional Services > Health and Beauty Service > Massage Clinic, Business and Professional Services > Health and Beauty Service > Spa]",7,0.0002465309572444883,psic,rev5,,,exact,,,category,"Business and Professional Services Health and Beauty Service Massage Clinic, Business and Professional Services Health and Beauty Service Spa",,,941|9622|96220|829|R,"Activities of business, employers and professional membership organizations || Beauty care and other beauty treatment activities || Beauty care and other beauty treatment activities || Business support service activities n.e.c. || Human Health and Social Work Activities",0.319058|0.260898|0.260898|0.260426|0.242138,0.319058,retrieval:candidates,REVIEW_CANDIDATES
fsq,"['Dining and Drinking > Cafe, Coffee, and Tea House > Café', 'Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop']",7,0.0002465309572444883,psic,rev5,,,exact,,,category,"Dining and Drinking Cafe, Coffee, and Tea House Café | Dining and Drinking Cafe, Coffee, and Tea House Coffee Shop",,,1076|10760|01634|56302|01271,Processing of coffee and tea || Processing of coffee and tea || Preparation of coffee and cocoa beans || Operation of cafés or coffee shops || Growing of coffee plants,0.561047|0.561047|0.270356|0.250890|0.250237,0.561047,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Souvenir Store],7,0.0002465309572444883,psic,rev5,,,exact,,,category,Retail Souvenir Store,,,47193|46901|47|4721|47114,Retail sale in handicraft and souvenir products || Wholesale of handicraft and souvenir products || Retail Trade || Retail sale of food || Retail selling in convenience stores,0.469542|0.406281|0.191434|0.183304|0.179236,0.469542,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Lodging > Hotel > Hotel Pool],7,0.0002465309572444883,psic,rev5,,,exact,,,category,Travel and Transportation Lodging Hotel Hotel Pool,,,79110|7911|7990|799|522,Travel agency activities || Travel agency activities || Other travel related activities || Other travel related activities || Support activities for transportation,0.289696|0.289696|0.275756|0.275756|0.274777,0.289696,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Health and Beauty Service > Massage Clinic],7,0.0002465309572444883,psic,rev5,,,exact,,,category,Business and Professional Services Health and Beauty Service Massage Clinic,,,941|829|9622|96220|8299,"Activities of business, employers and professional membership organizations || Business support service activities n.e.c. || Beauty care and other beauty treatment activities || Beauty care and other beauty treatment activities || Other business support service activities n.e.c.",0.304942|0.253775|0.247343|0.247343|0.234437,0.304942,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Landmarks and Outdoors > Field],7,0.0002465309572444883,psic,rev5,,,exact,,,category,Landmarks and Outdoors Field,,,73102|73101|9321|93210|55300,"Billboard and outdoor advertising activities || Activities of advertising agency, except billboard and outdoor advertising activities || Activities of amusement parks and theme parks || Activities of amusement parks and theme parks || Camping grounds, recreational vehicle parks and trailer parks",0.197847|0.139736|0.125232|0.125232|0.102231,0.197847,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Arts and Entertainment > Museum > History Museum],7,0.0002465309572444883,psic,rev5,,,exact,,,category,Arts and Entertainment Museum History Museum,,,9121|91210|912|91|90,"Museum and collection activities || Museum and collection activities || Museum, collection, historical site and monument activities || Library, Archives, Museum and Other Cultural Activities || Arts Creation and Performing Arts Activities",0.410100|0.410100|0.305616|0.276796|0.169122,0.410100,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Transportation Service],7,0.0002465309572444883,psic,rev5,,,exact,,,category,Travel and Transportation Transportation Service,,,523|522|H|5231|5229,Intermediation service activities for transportation || Support activities for transportation || Transportation and Storage || Intermediation service activities for freight transportation || Other support activities for transportation,0.500803|0.459102|0.442055|0.428887|0.422314,0.500803,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Outlet Store],7,0.0002465309572444883,psic,rev5,,,exact,,,category,Retail Outlet Store,,,47|4721|47761|47219|4751,"Retail Trade || Retail sale of food || Retail sale of pet || Retail sale of food, n.e.c. || Retail sale of textiles",0.341338|0.322529|0.314311|0.296352|0.294805,0.341338,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Landmarks and Outdoors > River],7,0.0002465309572444883,psic,rev5,,,exact,,,category,Landmarks and Outdoors River,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED
fsq,[Dining and Drinking > Restaurant > Buffet],7,0.0002465309572444883,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Buffet,SUBTREE,56103,56103|11054|56102|23102|561,"Activities of buffet restaurants || Manufacture of bottled drinking water || Fast-food restaurants operations, including quick service restaurant || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Restaurants and mobile food service activities",0.454361|0.264418|0.260515|0.150176|0.147850,0.454361,retrieval:strong_separated_hit,REVIEW_REQUIRED
